*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Thu Mar 12 17:48:15 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Jan-23 00:00:00.0000 TDB
Stop  time      : A.D. 2030-Jan-23 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : AU-D
Calendar mode   : Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2462284.500000000, A.D. 2029-May-28 00:00:00.0000, -4.031265422268743E-01, -8.529886079191769E-01, -3.697438985216008E-01,  1.549741379812704E-02, -6.335931134867759E-03, -2.747216652556306E-03,  5.852430288632482E-03,  1.013316892576869E+00,  1.705535920404436E-04,
2462285.500000000, A.D. 2029-May-29 00:00:00.0000, -3.875727953159424E-01, -8.592037610384408E-01, -3.724387925840985E-01,  1.560940924929794E-02, -6.094114016008048E-03, -2.642450835442195E-03,  5.853408557813051E-03,  1.013486274634796E+00,  1.681862987701697E-04,
2462286.500000000, A.D. 2029-May-30 00:00:00.0000, -3.719090716203696E-01, -8.651763058122156E-01, -3.750285554867361E-01,  1.571735978213629E-02, -5.850706963366324E-03, -2.536951242973597E-03,  5.854372653283781E-03,  1.013653202590938E+00,  1.656321033870001E-04,
2462287.500000000, A.D. 2029-May-31 00:00:00.0000, -3.561394443607669E-01, -8.709046328279426E-01, -3.775124460700698E-01,  1.582120370654514E-02, -5.605674288971816E-03, -2.430705082358159E-03,  5.855321290916015E-03,  1.013817454105312E+00,  1.628246109495149E-04,
2462288.500000000, A.D. 2029-Jun-01 00:00:00.0000, -3.402680613510061E-01, -8.763871079342715E-01, -3.798897165783657E-01,  1.592085587622977E-02, -5.359003091880333E-03, -2.323712113017947E-03,  5.856252880638770E-03,  1.013978753865661E+00,  1.597240498945470E-04,
2462289.500000000, A.D. 2029-Jun-02 00:00:00.0000, -3.242991616323366E-01, -8.816220965412784E-01, -3.821596252018088E-01,  1.601622098391529E-02, -5.110705214330813E-03, -2.215984187535029E-03,  5.857165671482882E-03,  1.014136798701074E+00,  1.563135220271776E-04,
2462290.500000000, A.D. 2029-Jun-03 00:00:00.0000, -3.082370803206665E-01, -8.866079871303369E-01, -3.843214470940542E-01,  1.610720346921093E-02, -4.860814188911217E-03, -2.107542912627853E-03,  5.858057865512672E-03,  1.014291277308636E+00,  1.525925144198244E-04,
2462291.500000000, A.D. 2029-Jun-04 00:00:00.0000, -2.920862457521203E-01, -8.913432104323167E-01, -3.863744827044608E-01,  1.619371302464107E-02, -4.609380080535389E-03, -1.998416816794964E-03,  5.858927693271258E-03,  1.014441883316386E+00,  1.485704240216259E-04,
2462292.500000000, A.D. 2029-Jun-05 00:00:00.0000, -2.758511730695357E-01, -8.958262533653331E-01, -3.883180634354326E-01,  1.627566640688736E-02, -4.356464445264187E-03, -1.888638937719542E-03,  5.859773455857111E-03,  1.014588322568643E+00,  1.442616307128759E-04,
2462293.500000000, A.D. 2029-Jun-06 00:00:00.0000, -2.595364572931875E-01, -9.000556685204411E-01, -3.901515552769099E-01,  1.635298688748688E-02, -4.102136585328678E-03, -1.778245218394157E-03,  5.860593544299279E-03,  1.014730316480723E+00,  1.396825728452265E-04,
2462294.500000000, A.D. 2029-Jun-07 00:00:00.0000, -2.431467675790270E-01, -9.040300807287439E-01, -3.918743612661724E-01,  1.642560261670230E-02, -3.846471470806736E-03, -1.667273748826633E-03,  5.861386447513437E-03,  1.014867603416485E+00,  1.348506617040799E-04,
2462295.500000000, A.D. 2029-Jun-08 00:00:00.0000, -2.266868432360906E-01, -9.077481923582548E-01, -3.934859235589711E-01,  1.649344487843198E-02, -3.589549239367854E-03, -1.555764716425588E-03,  5.862150758355546E-03,  1.014999939736491E+00,  1.297846344249926E-04,
2462296.500000000, A.D. 2029-Jun-09 00:00:00.0000, -2.101614912448101E-01, -9.112087887763785E-01, -3.949857257209946E-01,  1.655644692912501E-02, -3.331455964783141E-03, -1.443760858836216E-03,  5.862885184786233E-03,  1.015127101731058E+00,  1.245058954399719E-04,
2462297.500000000, A.D. 2029-Jun-10 00:00:00.0000, -1.935755844383533E-01, -9.144107450402302E-01, -3.963732956252862E-01,  1.661454389629448E-02, -3.072285263877406E-03, -1.331308181139060E-03,  5.863588570541936E-03,  1.015248889199358E+00,  1.190403897537703E-04,
2462298.500000000, A.D. 2029-Jun-11 00:00:00.0000, -1.769340591291949E-01, -9.173530343959189E-01, -3.976482090902559E-01,  1.666767401931532E-02, -2.812140210927814E-03, -1.218456674146287E-03,  5.864259927014313E-03,  1.015365130969161E+00,  1.134205282193853E-04,
2462299.500000000, A.D. 2029-Jun-12 00:00:00.0000, -1.602419107909911E-01, -9.200347385919647E-01, -3.988100941209337E-01,  1.671578128370449E-02, -2.551134944727092E-03, -1.105260756796162E-03,  5.864898475184104E-03,  1.015475692157464E+00,  1.076866595727593E-04,
2462300.500000000, A.D. 2029-Jun-13 00:00:00.0000, -1.435041864973812E-01, -9.224550593820580E-01, -3.998586353467786E-01,  1.675881920577246E-02, -2.289395341208868E-03, -9.917791898844098E-04,  5.865503693581331E-03,  1.015580482474540E+00,  1.018876138926551E-04,
2462301.500000000, A.D. 2029-Jun-14 00:00:00.0000, -1.267259732192111E-01, -9.246133300150950E-01, -4.007935780344572E-01,  1.679675521706506E-02, -2.027058251379717E-03, -8.780742954769113E-04,  5.866075365846782E-03,  1.015679464458951E+00,  9.607998410365161E-05,
2462302.500000000, A.D. 2029-Jun-15 00:00:00.0000, -1.099123817490920E-01, -9.265090251404803E-01, -4.016147309577453E-01,  1.682957489222269E-02, -1.764269087499595E-03, -7.642104623276251E-04,  5.866613620242761E-03,  1.015772660318628E+00,  9.032606893538698E-05,
2462303.500000000, A.D. 2029-Jun-16 00:00:00.0000, -9.306852679513576E-02, -9.281417675189079E-01, -4.023219674679824E-01,  1.685728527175041E-02, -1.501177899900448E-03, -6.502520757756185E-04,  5.867118953870524E-03,  1.015860156123985E+00,  8.469069027298176E-05,
2462304.500000000, A.D. 2029-Jun-17 00:00:00.0000, -7.619950443285257E-02, -9.295113302242856E-01, -4.029152243044422E-01,  1.687991676441516E-02, -1.237934365635974E-03, -5.362611103746231E-04,  5.867592236199274E-03,  1.015942102418948E+00,  7.923728330294192E-05,
2462305.500000000, A.D. 2029-Jun-18 00:00:00.0000, -5.931036845691204E-02, -9.306176334961599E-01, -4.033944979290778E-01,  1.689752343618376E-02, -9.746821742036358E-04, -4.222946193713767E-04,  5.868034688865696E-03,  1.016018710723351E+00,  7.402364004186167E-05,
2462306.500000000, A.D. 2029-Jun-19 00:00:00.0000, -4.240610725213523E-02, -9.314607358265766E-01, -4.037598383657620E-01,  1.691018168460190E-02, -7.115531493802408E-04, -3.084022711643009E-04,  5.868447840404337E-03,  1.016090245694748E+00,  6.909749737833862E-05,
2462307.500000000, A.D. 2029-Jun-20 00:00:00.0000, -2.549162282259277E-02, -9.320408191073360E-01, -4.040113406332239E-01,  1.691798721231249E-02, -4.486612687926155E-04, -1.946240129682988E-04,  5.868833455084554E-03,  1.016157012806908E+00,  6.449197821427789E-05,
2462308.500000000, A.D. 2029-Jun-21 00:00:00.0000, -8.571713843033821E-03, -9.323581678235305E-01, -4.041491339543001E-01,  1.692104992053703E-02, -1.860967983046447E-04, -8.098799579611502E-05,  5.869193435090466E-03,  1.016219341412802E+00,  6.022095617588240E-05,
2462309.500000000, A.D. 2029-Jun-22 00:00:00.0000,  8.348934906804247E-03, -9.324131426893001E-01, -4.041733691552215E-01,  1.691948616516563E-02,  7.607878913971242E-05,  3.249088739004194E-05,  5.869529696784092E-03,  1.016277563320227E+00,  5.627485680749024E-05,
2462310.500000000, A.D. 2029-Jun-23 00:00:00.0000,  2.526575393265622E-02, -9.322061501427060E-01, -4.040842051629831E-01,  1.691340819322966E-02,  3.378357271967880E-04,  1.458112213021355E-04,  5.869844026712401E-03,  1.016331987860203E+00,  5.261809735105131E-05,
2462311.500000000, A.D. 2029-Jun-24 00:00:00.0000,  4.217427878324709E-02, -9.317376107754631E-01, -4.038817962075927E-01,  1.690291173278547E-02,  5.991748719741996E-04,  2.589833356150056E-04,  5.870137931546299E-03,  1.016382875904709E+00,  4.918982248363139E-05,
2462312.500000000, A.D. 2029-Jun-25 00:00:00.0000,  5.907012746891207E-02, -9.310079314509501E-01, -4.035662819001218E-01,  1.688806425963063E-02,  8.601213002723897E-04,  3.720252917144248E-04,  5.870412505069459E-03,  1.016430416836519E+00,  4.590918515730258E-05,
2462313.500000000, A.D. 2029-Jun-26 00:00:00.0000,  7.594896791068079E-02, -9.300174864116010E-01, -4.031377822889745E-01,  1.686889735393056E-02,  1.120712986543400E-03,  4.849571084516608E-04,  5.870668338653465E-03,  1.016474713048447E+00,  4.268491416939482E-05,
2462314.500000000, A.D. 2029-Jun-27 00:00:00.0000,  9.280648096303187E-02, -9.287666111745351E-01, -4.025963990128879E-01,  1.684540575916908E-02,  1.380987129069307E-03,  5.977946260399588E-04,  5.870905494456392E-03,  1.016515775302831E+00,  3.942696231806069E-05,
2462315.500000000, A.D. 2029-Jun-28 00:00:00.0000,  1.096383260493428E-01, -9.272556097076501E-01, -4.019422220575223E-01,  1.681755334143225E-02,  1.640967892641505E-03,  7.105446922903874E-04,  5.871123543965510E-03,  1.016553529404992E+00,  3.605693084284867E-05,
2462316.500000000, A.D. 2029-Jun-29 00:00:00.0000,  1.264401152817498E-01, -9.254847717969099E-01, -4.011753401581195E-01,  1.678528353703324E-02,  1.900658646400421E-03,  8.232027878677867E-04,  5.871321656280264E-03,  1.016587831488959E+00,  3.251454755388728E-05,
2462317.500000000, A.D. 2029-Jun-30 00:00:00.0000,  1.432073987627759E-01, -9.234543954127139E-01, -4.002958522820080E-01,  1.674853066786905E-02,  2.160039701288359E-03,  9.357531690248141E-04,  5.871498709767215E-03,  1.016618487349921E+00,  2.875930515412895E-05,
2462318.500000000, A.D. 2029-Jul-01 00:00:00.0000,  1.599356603232081E-01, -9.211648089687593E-01, -3.993038780098604E-01,  1.670722912035334E-02,  2.419070487099213E-03,  1.048170756455731E-03,  5.871653401139514E-03,  1.016645271330755E+00,  2.476819717251970E-05,
2462319.500000000, A.D. 2029-Jul-02 00:00:00.0000,  1.766203207186355E-01, -9.186163900403362E-01, -3.981995655991006E-01,  1.666131899262622E-02,  2.677694090772500E-03,  1.160423711339400E-03,  5.871784334568896E-03,  1.016667941751290E+00,  2.053139098018452E-05,
2462320.500000000, A.D. 2029-Jul-03 00:00:00.0000,  1.932567447042609E-01, -9.158095792132930E-01, -3.969830975033188E-01,  1.661074831254575E-02,  2.935842174731669E-03,  1.272475833651438E-03,  5.871890084183881E-03,  1.016686251729533E+00,  1.604758728458981E-05,
2462321.500000000, A.D. 2029-Jul-04 00:00:00.0000,  2.098402489841570E-01, -9.127448894020248E-01, -3.956546937998897E-01,  1.655547275476271E-02,  3.193438965959661E-03,  1.384288297941343E-03,  5.871969231798190E-03,  1.016699955714139E+00,  1.132021929914566E-05,
2462322.500000000, A.D. 2029-Jul-05 00:00:00.0000,  2.263661090990395E-01, -9.094229119185349E-01, -3.942146142872167E-01,  1.649545398267636E-02,  3.450403712777305E-03,  1.495820573696377E-03,  5.872020386524217E-03,  1.016708812880386E+00,  6.355028625487119E-06,
2462323.500000000, A.D. 2029-Jul-06 00:00:00.0000,  2.428295643914766E-01, -9.058443209120493E-01, -3.926631600536833E-01,  1.643065760973319E-02,  3.706651496187267E-03,  1.607030580576273E-03,  5.872042194729916E-03,  1.016712588854151E+00,  1.159144242491294E-06,
2462324.500000000, A.D. 2029-Jul-07 00:00:00.0000,  2.592258210802056E-01, -9.020098777606628E-01, -3.910006752136687E-01,  1.636105157398099E-02,  3.962092556485316E-03,  1.717874229470072E-03,  5.872033348852885E-03,  1.016711057238022E+00, -4.258415579406015E-06,
2462325.500000000, A.D. 2029-Jul-08 00:00:00.0000,  2.755500541875757E-01, -8.979204367484128E-01, -3.892275493246625E-01,  1.628660556676959E-02,  4.216630463442314E-03,  1.828304558852422E-03,  5.871992602797448E-03,  1.016704002277221E+00, -9.885004607514365E-06,
2462326.500000000, A.D. 2029-Jul-09 00:00:00.0000,  2.917974096461307E-01, -8.935769529505732E-01, -3.873442207597254E-01,  1.620729203828627E-02,  4.470159630261261E-03,  1.938270739761494E-03,  5.871918800253962E-03,  1.016691223762938E+00, -1.570167657829907E-05,
2462327.500000000, A.D. 2029-Jul-10 00:00:00.0000,  3.079630083539602E-01, -8.889804926408446E-01, -3.853511809961425E-01,  1.612308912434197E-02,  4.722562897919513E-03,  2.047717304611294E-03,  5.871810920002480E-03,  1.016672544876423E+00, -2.168008039340728E-05,
2462328.500000000, A.D. 2029-Jul-11 00:00:00.0000,  3.240419541344874E-01, -8.841322456863508E-01, -3.832489793884226E-01,  1.603398548513951E-02,  4.973710150075853E-03,  2.156584022473455E-03,  5.871668138617073E-03,  1.016647823045894E+00, -2.777968943529048E-05,
2462329.500000000, A.D. 2029-Jul-12 00:00:00.0000,  3.400293472752551E-01, -8.790335383722918E-01, -3.810382275703159E-01,  1.593998646937951E-02,  5.223459004629671E-03,  2.264806823280412E-03,  5.871489905862929E-03,  1.016616963001147E+00, -3.394634912717109E-05,
2462330.500000000, A.D. 2029-Jul-13 00:00:00.0000,  3.559203043914078E-01, -8.736858441479747E-01, -3.787196023048275E-01,  1.584112033714027E-02,  5.471658363372387E-03,  2.372319988286968E-03,  5.871276022318082E-03,  1.016579930213339E+00, -4.011309400109867E-05,
2462331.500000000, A.D. 2029-Jul-14 00:00:00.0000,  3.717099838276176E-01, -8.680907893252781E-01, -3.762938455520411E-01,  1.573744281444097E-02,  5.718154890361721E-03,  2.479059464269131E-03,  5.871026704338439E-03,  1.016536762143335E+00, -4.620373716478493E-05,
2462332.500000000, A.D. 2029-Jul-15 00:00:00.0000,  3.873936140897775E-01, -8.622501511706565E-01, -3.737617608786636E-01,  1.562903838222231E-02,  5.962801517526503E-03,  2.584966743180974E-03,  5.870742620809457E-03,  1.016487574605061E+00, -5.213892360228130E-05,
2462333.500000000, A.D. 2029-Jul-16 00:00:00.0000,  4.029665215649872E-01, -8.561658471577311E-01, -3.711242060420392E-01,  1.551601753297596E-02,  6.205466304908858E-03,  2.689992492389466E-03,  5.870424890403503E-03,  1.016432561290632E+00, -5.784351306967430E-05,
2462334.500000000, A.D. 2029-Jul-17 00:00:00.0000,  4.184241536072811E-01, -8.498399159455642E-01, -3.683820823926782E-01,  1.539851040711024E-02,  6.446039860946174E-03,  2.794099185416369E-03,  5.870075036016475E-03,  1.016371985881301E+00, -6.325377610625654E-05,
2462335.500000000, A.D. 2029-Jul-18 00:00:00.0000,  4.337620939762811E-01, -8.432744921980857E-01, -3.655363223315699E-01,  1.527665812110850E-02,  6.684440110879291E-03,  2.897262330791050E-03,  5.869694901339115E-03,  1.016306167602222E+00, -6.832315300166158E-05,
2462336.500000000, A.D. 2029-Jul-19 00:00:00.0000,  4.489760690905442E-01, -8.364717781348869E-01, -3.625878762516758E-01,  1.515060329981979E-02,  6.920614075492429E-03,  2.999470302516911E-03,  5.869286539867134E-03,  1.016235462005158E+00, -7.302600357235194E-05,
2462337.500000000, A.D. 2029-Jul-20 00:00:00.0000,  4.640619449041896E-01, -8.294340146920746E-01, -3.595377002519813E-01,  1.502048092962802E-02,  7.154536944944018E-03,  3.100723010612761E-03,  5.868852088062871E-03,  1.016160239007095E+00, -7.735938215722956E-05,
2462338.500000000, A.D. 2029-Jul-21 00:00:00.0000,  4.790157150656665E-01, -8.221634547845225E-01, -3.563867456555749E-01,  1.488641014225893E-02,  7.386208859215240E-03,  3.201029655077056E-03,  5.868393633390218E-03,  1.016080860041200E+00, -8.134306940300341E-05,
2462339.500000000, A.D. 2029-Jul-22 00:00:00.0000,  4.938334814994422E-01, -8.146623408297130E-01, -3.531359511682796E-01,  1.474848735607393E-02,  7.615649627588450E-03,  3.300405708991428E-03,  5.867913086999028E-03,  1.015997656012814E+00, -8.501791655163559E-05,
2462340.500000000, A.D. 2029-Jul-23 00:00:00.0000,  5.085114290553749E-01, -8.069328885231032E-01, -3.497862383885214E-01,  1.460678140100427E-02,  7.842891545473300E-03,  3.398869263393432E-03,  5.867412071216984E-03,  1.015910907819268E+00, -8.844234151168130E-05,
2462341.500000000, A.D. 2029-Jul-24 00:00:00.0000,  5.230457966360554E-01, -7.989772785751629E-01, -3.463385111791406E-01,  1.446133149986146E-02,  8.067970779465000E-03,  3.496437028724466E-03,  5.866891832858357E-03,  1.015820831339761E+00, -9.168691399542670E-05,
2462342.500000000, A.D. 2029-Jul-25 00:00:00.0000,  5.374328480547687E-01, -7.907976573555500E-01, -3.427936589906872E-01,  1.431214882233393E-02,  8.290918399494042E-03,  3.593120539799634E-03,  5.866353192415398E-03,  1.015727568638121E+00, -9.482747567533374E-05,
2462343.500000000, A.D. 2029-Jul-26 00:00:00.0000,  5.516688462668645E-01, -7.823961460410181E-01, -3.391525635924865E-01,  1.415922158890913E-02,  8.511752611825105E-03,  3.688923246491942E-03,  5.865796534703434E-03,  1.015631186343058E+00, -9.793789205899207E-05,
2462344.500000000, A.D. 2029-Jul-27 00:00:00.0000,  5.657500340827168E-01, -7.737748563001493E-01, -3.354161080325279E-01,  1.400252267680690E-02,  8.730473649759575E-03,  3.783839026963454E-03,  5.865221838974076E-03,  1.015531680862099E+00, -1.010838695706272E-04,
2462345.500000000, A.D. 2029-Jul-28 00:00:00.0000,  5.796726230096924E-01, -7.649359094177102E-01, -3.315851862956446E-01,  1.384201794977628E-02,  8.947062038838766E-03,  3.877852261035048E-03,  5.864628738685838E-03,  1.015428988730553E+00, -1.043190121413282E-04,
2462346.500000000, A.D. 2029-Jul-29 00:00:00.0000,  5.934327900157380E-01, -7.558814555501862E-01, -3.276607122223119E-01,  1.367767350798330E-02,  9.161479942081073E-03,  3.970939153099260E-03,  5.864016596314110E-03,  1.015322999564456E+00, -1.076835588182964E-04,
2462347.500000000, A.D. 2029-Jul-30 00:00:00.0000,  6.070266804745216E-01, -7.466136905209463E-01, -3.236436267199786E-01,  1.350946067614358E-02,  9.373674520284201E-03,  4.063069716762486E-03,  5.863384578412944E-03,  1.015213569057115E+00, -1.112054451212742E-04,
2462348.500000000, A.D. 2029-Jul-31 00:00:00.0000,  6.204504148014726E-01, -7.371348687991105E-01, -3.195349029186380E-01,  1.333735841187550E-02,  9.583581991458470E-03,  4.154209809382629E-03,  5.862731719846020E-03,  1.015100530100356E+00, -1.149028294058680E-04,
2462349.500000000, A.D. 2029-Aug-01 00:00:00.0000,  6.337000963467799E-01, -7.274473125490442E-01, -3.153355494644123E-01,  1.316135351549244E-02,  9.791131276406862E-03,  4.244322764202165E-03,  5.862056971534317E-03,  1.014983701051779E+00, -1.187871232262518E-04,
2462350.500000000, A.D. 2029-Aug-02 00:00:00.0000,  6.467718187019492E-01, -7.175534175529943E-01, -3.110466124892450E-01,  1.298143938428934E-02,  9.996246524476334E-03,  4.333370383412773E-03,  5.861359231210418E-03,  1.014862891059696E+00, -1.228657347849888E-04,
2462351.500000000, A.D. 2029-Aug-03 00:00:00.0000,  6.596616713771859E-01, -7.074556573132937E-01, -3.066691769366591E-01,  1.279761413453038E-02,  1.019884820270432E-02,  4.421313234988719E-03,  5.860637360513896E-03,  1.014737903023108E+00, -1.271439844977314E-04,
2462352.500000000, A.D. 2029-Aug-04 00:00:00.0000,  6.723657436092488E-01, -6.971565868080236E-01, -3.022043679170562E-01,  1.260987886321976E-02,  1.039885271144330E-02,  4.508110314172035E-03,  5.859890194270046E-03,  1.014608535198270E+00, -1.316258514486976E-04,
2462353.500000000, A.D. 2029-Aug-05 00:00:00.0000,  6.848801267996856E-01, -6.866588473081735E-01, -2.976533526631940E-01,  1.241823676298687E-02,  1.059617068815656E-02,  4.593718211812994E-03,  5.859116549385748E-03,  1.014474582738958E+00, -1.363133301083033E-04,
2462354.500000000, A.D. 2029-Aug-06 00:00:00.0000,  6.972009167805597E-01, -6.759651734038233E-01, -2.930173434725717E-01,  1.222269377344018E-02,  1.079070436858468E-02,  4.678090019716336E-03,  5.858315241802563E-03,  1.014335840631808E+00, -1.412042734315928E-04,
2462355.500000000, A.D. 2029-Aug-07 00:00:00.0000,  7.093242177620915E-01, -6.650784028754585E-01, -2.882976017335505E-01,  1.202326138249275E-02,  1.098234468030888E-02,  4.761174330311885E-03,  5.857485120210851E-03,  1.014192109533737E+00, -1.462887792079669E-04,
2462356.500000000, A.D. 2029-Aug-08 00:00:00.0000,  7.212461503187370E-01, -6.540014891677094E-01, -2.834954426963031E-01,  1.181996191706903E-02,  1.117096916466017E-02,  4.842914845584663E-03,  5.856625123920366E-03,  1.014043205791919E+00, -1.515445562338791E-04,
2462357.500000000, A.D. 2029-Aug-09 00:00:00.0000,  7.329628658136219E-01, -6.427375149166487E-01, -2.786122400717438E-01,  1.161283599301565E-02,  1.135644221534882E-02,  4.923251216275572E-03,  5.855734368087429E-03,  1.013888976200423E+00, -1.569323186866521E-04,
2462358.500000000, A.D. 2029-Aug-10 00:00:00.0000,  7.444705688069905E-01, -6.312897034371918E-01, -2.736494289476964E-01,  1.140195068711949E-02,  1.153861913269601E-02,  5.002121627574329E-03,  5.854812251465191E-03,  1.013729316656583E+00, -1.623929198978426E-04,
2462359.500000000, A.D. 2029-Aug-11 00:00:00.0000,  7.557655469430207E-01, -6.196614238987513E-01, -2.686085051967649E-01,  1.118740581101174E-02,  1.171735468916330E-02,  5.079467177902461E-03,  5.853858570909305E-03,  1.013564191987045E+00, -1.678481802910885E-04,
2462360.500000000, A.D. 2029-Aug-12 00:00:00.0000,  7.668442048701449E-01, -6.078561860171513E-01, -2.634910198846807E-01,  1.096933523505672E-02,  1.189251518886492E-02,  5.155237302425087E-03,  5.852873617131859E-03,  1.013393652527048E+00, -1.732066336701127E-04,
2462361.500000000, A.D. 2029-Aug-13 00:00:00.0000,  7.777030961151675E-01, -5.958776221084118E-01, -2.582985683343371E-01,  1.074790133452784E-02,  1.206399106715653E-02,  5.229394753534594E-03,  5.851858223895547E-03,  1.013217842638127E+00, -1.783736291637125E-04,
2462362.500000000, A.D. 2029-Aug-14 00:00:00.0000,  7.883389461032113E-01, -5.837294578769845E-01, -2.530327751216057E-01,  1.052328318201818E-02,  1.223170621496196E-02,  5.301918524459303E-03,  5.850813752103148E-03,  1.013036997953294E+00, -1.832632200009463E-04,
2462363.500000000, A.D. 2029-Aug-15 00:00:00.0000,  7.987486615018400E-01, -5.714154767520117E-01, -2.476952775937490E-01,  1.029566168056936E-02,  1.239562128524260E-02,  5.372803827487299E-03,  5.849742008434035E-03,  1.012851431289384E+00, -1.878083886180504E-04,
2462364.500000000, A.D. 2029-Aug-16 00:00:00.0000,  8.089293249031256E-01, -5.589394841579614E-01, -2.422877108125323E-01,  1.006520574867728E-02,  1.255573068590252E-02,  5.442059403762633E-03,  5.848645116297414E-03,  1.012661510303306E+00, -1.919670636057875E-04,
2462365.500000000, A.D. 2029-Aug-17 00:00:00.0000,  8.188781775324050E-01, -5.463052772064980E-01, -2.368116960652679E-01,  9.832062507155742E-03,  1.271205518078409E-02,  5.509703300875775E-03,  5.847525366001636E-03,  1.012467631549656E+00, -1.957233786838825E-04,
2462366.500000000, A.D. 2029-Aug-18 00:00:00.0000,  8.285925945677876E-01, -5.335166228494846E-01, -2.312688338243007E-01,  9.596352278777432E-03,  1.286463279558411E-02,  5.575758383531009E-03,  5.846385068851892E-03,  1.012270195218524E+00, -1.990853333796380E-04,
2462367.500000000, A.D. 2029-Aug-19 00:00:00.0000,  8.380700575494324E-01, -5.205772450612678E-01, -2.256607009596226E-01,  9.358167545961388E-03,  1.301351010546070E-02,  5.640248405435490E-03,  5.845226430904961E-03,  1.012069583276800E+00, -2.020806055364279E-04,
2462368.500000000, A.D. 2029-Aug-20 00:00:00.0000,  8.473081271390055E-01, -5.074908201067095E-01, -2.199888514654755E-01,  9.117574470093060E-03,  1.315873484582903E-02,  5.703194918037254E-03,  5.844051452799254E-03,  1.011866142124288E+00, -2.047518750250399E-04,
2462369.500000000, A.D. 2029-Aug-21 00:00:00.0000,  8.563044182048174E-01, -4.942609784759305E-01, -2.142548198800542E-01,  8.874615891154946E-03,  1.330034994503667E-02,  5.764614952274988E-03,  5.842861856330255E-03,  1.011660169880632E+00, -2.071522878495095E-04,
2462370.500000000, A.D. 2029-Aug-22 00:00:00.0000,  8.650565784074976E-01, -4.808913121500151E-01, -2.084601266936401E-01,  8.629315279724048E-03,  1.343838880379264E-02,  5.824519343498182E-03,  5.841659036511249E-03,  1.011451908084897E+00, -2.093411597160285E-04,
2462371.500000000, A.D. 2029-Aug-23 00:00:00.0000,  8.735622711278139E-01, -4.673853859933390E-01, -2.026062851321040E-01,  8.381681444635948E-03,  1.357287177422878E-02,  5.882911658355406E-03,  5.840444037878058E-03,  1.011241537592853E+00, -2.113798766203126E-04,
2462372.500000000, A.D. 2029-Aug-24 00:00:00.0000,  8.818191633986562E-01, -4.537467520061667E-01, -1.966948086942962E-01,  8.131713781927341E-03,  1.370380399706088E-02,  5.939787770997700E-03,  5.839217553707833E-03,  1.011029178441719E+00, -2.133280952905311E-04,
